21,27,1
21,24,1
21,21,1
1,27,1
1,23,1
1,7,1
4,25,1
4,2,1
4,6,1
6,23,1
6,21,1
6,7,1
7,27,1
7,12,1
7,2,1
21,24,1
21,18,1
21,20,1
21,9,1
21,25,1
21,24,1
21,25,1
21,25,1
21,25,1
21,24,1
21,25,1
21,25,1
1,25,1
1,7,1
1,4,1
1,6,1
1,1,1
4,25,1
4,7,1
4,23,1
4,5,1
4,16,1
6,23,1
6,21,1
6,1,1
6,12,1
6,13,1
1,25,1
1,23,1
